Name,crossing_number,jones_polynomial,hyperbolic_volume,meridian_length,mosaic_num,tile_num,image_filename_matched,image_url_matched
10_121,10,-t^(-2)+ 5*t^(-1)-10+ 15*t-18*t^2+ 20*t^3-18*t^4+ 14*t^5-9*t^6+ 4*t^7-t^8,16.9748770321,1.46192892,7,31,10_121.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_121.png
10_122,10,t^(-6)-5*t^(-5)+ 9*t^(-4)-13*t^(-3)+ 17*t^(-2)-17*t^(-1)+ 17-13*t+ 8*t^2-4*t^3+ t^4,16.4108231586,1.578235006,7,31,10_122.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_122.png
10_123,10,-t^(-5)+ 5*t^(-4)-10*t^(-3)+ 15*t^(-2)-19*t^(-1)+ 21-19*t+ 15*t^2-10*t^3+ 5*t^4-t^5,17.0857094829,1.618033989,7,31,10_123.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_123.png
10_124,10,t^4+ t^6-t^10,0,Not Hyperbolic,6,24,10_124.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_124.png
10_125,10,-t^(-4)+ t^(-3)-t^(-2)+ 2*t^(-1)-1+ 2*t-t^2+ t^3-t^4,4.6119613744,1.755315744,6,24,10_125.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_125.png
10_126,10,-t^(-8)+ t^(-7)-2*t^(-6)+ 3*t^(-5)-3*t^(-4)+ 4*t^(-3)-2*t^(-2)+ 2*t^(-1)-1,6.9042561238,1.583497222,6,24,10_126.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_126.png
10_127,10,2*t^2-2*t^3+ 4*t^4-5*t^5+ 5*t^6-5*t^7+ 3*t^8-2*t^9+ t^10,8.8968167596,1.370967231,6,24,10_127.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_127.png
10_128,10,t^3-t^4+ 2*t^5-t^6+ 2*t^7-2*t^8+ t^9-t^10,5.8605393017,1.482838697,7,29,10_128.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_128.png
10_129,10,-t^(-3)+ 2*t^(-2)-3*t^(-1)+ 5-4*t+ 4*t^2-3*t^3+ 2*t^4-t^5,8.9015166372,1.411076431,7,29,10_129.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_129.png
10_130,10,-t^(-7)+ t^(-6)-2*t^(-5)+ 3*t^(-4)-2*t^(-3)+ 3*t^(-2)-2*t^(-1)+ 2-t,6.7781988900,1.589214164,7,29,10_130.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_130.png
10_131,10,2*t-3*t^2+ 5*t^3-5*t^4+ 5*t^5-5*t^6+ 3*t^7-2*t^8+ t^9,9.4650216572,1.466427391,7,29,10_131.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_131.png
10_132,10,-t^(-7)+ t^(-6)-t^(-5)+ t^(-4)+ t^(-2),4.0568602242,1.553898243,7,29,10_132.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_132.png
10_133,10,t-t^2+ 3*t^3-3*t^4+ 3*t^5-3*t^6+ 2*t^7-2*t^8+ t^9,7.7983002321,1.367836149,7,29,10_133.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_133.png
10_134,10,t^3-t^4+ 3*t^5-3*t^6+ 4*t^7-4*t^8+ 3*t^9-3*t^10+ t^11,8.3929225083,1.327505181,7,29,10_134.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_134.png
10_135,10,-2*t^(-3)+ 4*t^(-2)-5*t^(-1)+ 7-6*t+ 6*t^2-4*t^3+ 2*t^4-t^5,10.6871749683,1.277845326,7,29,10_135.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_135.png
10_136,10,-t^(-4)+ 2*t^(-3)-2*t^(-2)+ 3*t^(-1)-2+ 2*t-2*t^2+ t^3,7.7462745462,1.492544873,7,29,10_136.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_136.png
10_137,10,t^(-2)-2*t^(-1)+ 4-4*t+ 4*t^2-4*t^3+ 3*t^4-2*t^5+ t^6,9.2505562626,1.403511117,7,31,10_137.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_137.png
10_138,10,t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 6*t-6*t^2+ 5*t^3-4*t^4+ 2*t^5,10.4672462426,1.398657178,7,31,10_138.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_138.png
10_139,10,t^4+ t^6-t^8+ t^9-t^10+ t^11-t^12,4.8511707573,1.805414732,6,29,10_139.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_139-m.png
10_140,10,1-t+ t^2-t^3+ 2*t^4-t^5+ t^6-t^7,5.2125668223,1.97742993,6,27,10_140.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_140-mt.png
10_141,10,t^(-2)-2*t^(-1)+ 3-3*t+ 4*t^2-3*t^3+ 2*t^4-2*t^5+ t^6,7.9364742292,1.549476065,6,24,10_141.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_141.png
10_142,10,t^3-t^4+ 2*t^5-2*t^6+ 3*t^7-2*t^8+ 2*t^9-2*t^10,6.7708167807,1.601959831,6,27,10_142.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_142-mt.png
10_143,10,-t^(-8)+ 2*t^(-7)-3*t^(-6)+ 4*t^(-5)-5*t^(-4)+ 5*t^(-3)-3*t^(-2)+ 3*t^(-1)-1,9.0708992700,1.451587411,6,24,10_143.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_143.png
10_144,10,2*t^(-1)-3+ 5*t-7*t^2+ 7*t^3-6*t^4+ 5*t^5-3*t^6+ t^7,10.7965949841,1.357589436,6,27,10_144.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_144-mt.png
10_145,10,-t^(-10)+ t^(-9)-t^(-8)+ t^(-7)+ t^(-2),5.0448991629,1.887268265,7,29,10_145.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_145.png
10_146,10,-t^(-5)+ 3*t^(-4)-4*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 6-4*t+ 3*t^2-t^3,10.5610167549,1.332077936,7,29,10_146.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_146.png
10_147,10,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 5*t-4*t^2+ 4*t^3-3*t^4+ t^5,9.4175909160,1.421541608,7,29,10_147.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_147.png
10_148,10,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 5*t^(-5)-5*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 3*t^(-1)-1,10.2602434363,1.475377054,6,24,10_148.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_148.png
10_149,10,2*t^2-3*t^3+ 6*t^4-7*t^5+ 7*t^6-7*t^7+ 5*t^8-3*t^9+ t^10,11.4427267788,1.431584786,7,29,10_149.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_149.png
10_150,10,1-2*t+ 4*t^2-4*t^3+ 5*t^4-5*t^5+ 4*t^6-3*t^7+ t^8,10.0813628565,1.494517928,7,29,10_150.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_150.png
10_151,10,-2*t^(-6)+ 4*t^(-5)-6*t^(-4)+ 8*t^(-3)-7*t^(-2)+ 7*t^(-1)-5+ 3*t-t^2,11.8430447516,1.390498225,7,29,10_151.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_151.png
10_152,10,t^4+ t^6+ t^7-2*t^8+ 2*t^9-3*t^10+ 2*t^11-2*t^12+ t^13,8.5360653472,1.684017712,7,29,10_152.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_152-mt.png
10_153,10,-t^(-5)+ t^(-4)-t^(-3)+ t^(-2)+ 1+ t-t^2+ t^3-t^4,7.3743438893,2.05120142,7,29,10_153.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_153-mt.png
10_154,10,t^3+ 2*t^6-2*t^7+ 2*t^8-3*t^9+ 2*t^10-2*t^11+ t^12,9.2498874438,1.733570425,7,31,10_154.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_154.png
10_155,10,t^(-6)-2*t^(-5)+ 3*t^(-4)-4*t^(-3)+ 4*t^(-2)-4*t^(-1)+ 4-2*t+ t^2,9.2505416130,1.722083806,6,24,10_155.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_155.png
10_156,10,-t^(-6)+ 3*t^(-5)-5*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 6*t^(-1)-4+ 3*t-t^2,11.1633906421,1.393973525,7,29,10_156.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_156.png
10_157,10,t^(-10)-4*t^(-9)+ 6*t^(-8)-8*t^(-7)+ 9*t^(-6)-8*t^(-5)+ 7*t^(-4)-4*t^(-3)+ 2*t^(-2),12.6653332849,1.465571232,7,31,10_157.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_157.png
10_158,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 8-8*t+ 6*t^2-4*t^3+ 2*t^4,12.2712363584,1.418844054,7,29,10_158.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_158-mt.png
10_159,10,-1+ 4*t-5*t^2+ 7*t^3-7*t^4+ 6*t^5-5*t^6+ 3*t^7-t^8,11.7406410379,1.527172941,6,24,10_159.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_159.png
10_160,10,1-2*t+ 3*t^2-3*t^3+ 4*t^4-3*t^5+ 3*t^6-2*t^7,9.2039166060,1.600169293,7,29,10_160.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_160.png
10_161,10,t^3+ t^6-t^7+ t^8-t^9+ t^10-t^11,5.6387729488,1.849791887,7,29,10_161.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_161.png
10_162,10,t^(-7)-2*t^(-6)+ 4*t^(-5)-6*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 5*t^(-1)-3+ 2*t,10.6933605467,1.549459777,7,29,10_162.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_162.png
10_163,10,-t^(-2)+ 4*t^(-1)-6+ 8*t-9*t^2+ 9*t^3-7*t^4+ 5*t^5-2*t^6,13.2900030685,1.44450066,7,29,10_163.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_163-mt.png
10_164,10,-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 8-6*t+ 5*t^2-2*t^3,12.5066879308,1.512790453,7,29,10_164.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_164.png
10_165,10,t^(-9)-3*t^(-8)+ 4*t^(-7)-6*t^(-6)+ 7*t^(-5)-6*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 2*t^(-1),11.6030846497,1.512756378,7,31,10_165.png,https://tildesites.geneseo.edu/~heap/knot-mosaics/images/10_165.png
